Polarity,Review
1,best muppet movie i ve seen ever happen know miss piggy s fantasy meeting infants cause muppet babies songs remain head forever saying stupid nickelodeon show hey dude song still remains head sorry little topic there anyway like animal credits saying bye bye bye bye bye bye bye bye bye bye hasta luego made laugh hard absolute favorite play end surprised sesame street characters popped wedding i m glad movie entertaining borrowed library bought can not keep library s copy forever conclusion proclaim best movie i ve ever seen case it s even better austin powers goldmember favorite movie
1,cute little horror spoof comedy featuring cassandra peterson aka elvira mistress dark infamous horror hostess time meant pilot vehicle elvira successful picked nbc network filmed pilot television series feature busty babe black unfortunately sit com never made past pilot stage due it s sexual references film however amusing elvira modern day chesty morgan queen one liners film followed years later abysmal elvira s haunted hills meant take off old roger corman movies falls flat it s face watch movie instead much entertaining experience
1,presque rien story two young boys falling love summer stay seaside do not want tell plot it s what s important film but sure it s interesting original best part movie cinematography visual side presque rien amazing deserves highest note leaves charmed beauty as plot shown uneven rather complicated way simple chronology answers questions film brings makes presque rien even interesting recommend movie people artistic side films important disappointed
-1,ever worse comedy gray matters unaware it new york jewish comedy s funny premise siblings sam gray mistaken couple decide fix sam girlfriend find gray equally attracted target charlie revelation gray secretly gay apparently surprise her deeply offensive wedding sequence deeply embarrassing drunk act moynahan graham performance would embarrass forests everywhere woodenness tom cavanagh sissy spacek demonstrates complete inability comedy want excised resume molly shannon plays homely friend lumpen insouciance alan cumming emerges credit seriously under employed given nothing work whole disaster cemented graham s bizarre eye rolling performance culminating penultimate scene wears comedy hat overcoat despite scene set lesbian bar astonishing film ever released redeeming feature avoided costs
-1,ranks one worst movies i ve seen years besides cuba angie acting actually embarrassing was not archer decent actress happened her action decent completely implausible make bad it s worth mentioning mean ever even thinks makeup contemporary feature film someone tell make artist dop you re supposed actually see it ending massive disappointment along lines and realized dream do not waste time money you re better staring space hours
1,chances are you ll think movie incredibly stupid first time watch it if chance watch second third fourth fifth time i m well hundreds now find spitting line cracking up friends actually thrown fear black hat parties get friends as say riots
-1,one cheaply made tv movies characters seem lose sense premise story kidnapping son boy s father is good story seems beggar belief whenever mother advised anything know fine well going it bit far fetched worthy viewing
1,film one finest american b movies s you re looking serious film look elsewhere however you re looking action lot laughs tongue cheek variation cops fighting gangsters well worth watching everyone chews scenery bit that s really film about everyone quite funny donald sutherland john lithgow great chemistry need another film together
1,film taken seriously great little film nonetheless it s definitely piece fluff acting imo excellent one films would not go way see brings smile every time comes around cable like old friend definitely worth seeing get chance
-1,idea entertainment watching graphic footage people run cars you get see woman passing front wheel twisted car passes goes back wheel show twice case missed first time documentary you admitedly did not watch disturbing piece voyeurism enough me maybe rest even better i wonder long it s going take television networks start showing slush movies perhaps game shows based self mutilation might nice i already know disturbed people world horrible things happen do not need see proof tv masquerading entertainment
-1,i m true fan original cracker series dvd cracker tendency over the top occasion robbie coltrane cast members well writers always seemed carry despite themselves count original cracker among great brit tv crime series time there s stiff competition prime suspect inspector frost inspector morse jeremy brett s sherlock homes host others cracker along prime suspect top list which makes a new terror sad ultimately pale imitation cracker s former glory forced sit whole thing convinced could not actually bad spark would eventually ignite wrong bad beginning end a criticisms first get potential bias up front right off offended anti american anti war screed droned throughout show topper murder two american s innocent crime british junkie is fitz s words understandable justified thought i waded two hours crap hear disgusting bit drivel negative reaction anti war american tone brought beliefs beyond politics distinct sense cracker merely prop propaganda actually helped undermine already terribly weak script second much air time robbie coltrane get fitz almost bit player one afterthought plugged story originally written without thought fitz s role coltrane could carried show broad still suitably flabby shoulders writer apparently thinking things missed chance wide margin third abysmal script sparkle couple bits actual character development fitz s son ranting fitz could not stay house missed plane australia detective liked beat poor performers backs heads old sparks fitz missus nearly enough carry tedious storyline fourth hell panhallagan would interesting manchester all years she d ranks another wasted opportunity or perhaps actress was not interested well there s much that s bad say i ll close curiosity end show as aired bbca advertisement announced director s cut available bbc on demand thought ah ha director s cut which presumably one pay for might goodies expected see tonight never did like coherent interesting storyline unfortunately convincing sit horrible free version a new terror hope seeing something anything worth watching disappointed hope left motivate actually pay second potentially longer tedious version besides angered think bbca sliced diced sacrificed show time accommodate endless every ten minutes so stream commercials turned around asked pay probably version aired tonight to close quote first paragraph variety s review a new terror really says all initial excitement robbie coltrane reprising role bbc s flawed boozing womanizing criminal psychologist snowed heavy handed political statement writer jimmy mcgovern determined deliver within revival vidpic jolting first message namely americans bunch whiny namby pambies did not care whit terrorism came crashing onto doorstep mcgovern s chest clearing rant overwhelms narrative mutes pleasure seeing fitz back case
1,noir may best remembered film era features great mystery plot common noir atmosphere good performances lesser known cast members robert siodmak talented director behind mystery horror classic the spiral staircase directed film two years earlier aforementioned film shows real flair creating dark brooding atmosphere well creating plot intrigues fascinates viewer phantom lady focuses scott henderson man married woman does not like picks lady big hat bar one night two agree no strings attached night fun however returns home find apartment infested police officers soon finds reason wife strangled one neck ties he s dismayed find one saw mysterious woman remember her naturally jury sends murder wife however luckily beautiful female employee gets case the plot moves along nicely throughout unlike many better known noirs one features murders make proceedings interesting fact was not fact made forties shot black white would swear phantom lady italian giallo central characters interesting enough alan curtis providing good portrayal unfortunate victim ella raines effective female impromptu detective real standout film however franchot tone provides memorable performance insane villain piece film also features role supporting actor extraordinaire elisha cook jr features playing drums film s memorable segment criticise film would say identity murderer revealed little early although phantom lady deserve credit front original way goes it conclusion satisfying everything makes sense which amazing considering unlikely plot line overall phantom lady surely one greatest under seen noirs ever made
-1,read reviews movie generally pretty good thought see it i m big francophile art film lover believe yet another case critics make something arty intellectual something not blunt contains scenes sexual perverseness never ever wanted actually see obviously piano teacher major psychological issues really want see displayed graphically film is essence disgusting mean saw requiem dream repulsed last sort scene jennifer connelly anywhere near sort disgust repulsion felt film
1,after years tim burton finally disappoints me whatever happened old burton read the dark knight returns frank miller research preparation direct batman back looks burton did not research book movie cause got everything wrong movie sucks it s good original does not deal subject original want good ape movie watch original out of stars
1,call mystery perhaps small thriller intelligent film the story takes life one person lost life looking regain it i say quite surprised truly enjoy film usually genre care however characters quickly became people wanted know going happen them just like many french films english made able learn much character affect surroundings person film character driven disappoint
1,copies movies classic robert blake mighty fine actor movie blake shown standing window jail telling childhood life makes since killed clutter family does not show much classic really went does not tell us one really done killing it s great eye catcher really watch movie cold blood classic makes lot sence
1,great gangster film sam mendes directed beautiful movie showing another father son camaraderie brilliant star cast leading tom hanks michael sullivan done terrific job great acting again he acting legend great acting paul newman jude law daniel craig casting good the plot quite good you enjoy movie a great portrayal gangster s set s this surely stand zenith gangster movies era soundtrack pretty good apt movie a great flick totality showing father protect son way underrated liking deserved fully deserved
-1,clever film originally japanese film assume original film pretty bad made good bit worse american international films hacked film pieces inserted american made segments fool audience unless audience made total idiots becomes painfully obvious done and done little finesse care final product bottom line lot clearly japanese scenes clearly american scenes film looks quite different plus american scenes really meaningless consist two different groups people meetings talking gamera the evil flying turtle although fire breathing flying destructive monster practically energy assume actors embarrassed wretched film in particular film veterans brian donlevy albert dekker looked tired ill at ease there now monster it s quite standard godzilla like creature seeing giant fanged turtle retract head limbs begin spinning air like missile hilarious hand crappy model planes destructible balsa buildings power plant are usual film come surprise plus odd japanese monster movie clich included frankly annoy non japanese audience members adorable precocious little boy loves monster believes him yeah right well like godzilla versus smog monster several films you ve got annoying creep cheering monster though unlike later incarnations godzilla gamera good guy turns end kid idiot silly exceptional poor special effects could done better average seven year old bad acting meaningless american clips occasionally horrid voice dubbing make wretched film oddly surely hate film and stupid kid small vocal minority love films compare bergman kurosawa do not believe them this terrible film fyi apparently due terrific stage presence gamera featured several films s well recent incarnations none change central fact fire breathing flying turtle movies really really lame
1,first foremost chick flick romantic comedy fair balance two particular movie addition pretty sweet fight scenes do not think wires used were not flat blatant is not terribly complicated movie easy brain need analyze anything get deeper meaning pretty simple good chemistry leads fun watch i d like made brought full potential girls looks cause amazingly cute throughout movie keep low key kind pretty i d watch again with girl
-1,large part scenes cut off lot scenes cut off example scene hunters mentions i got spiders dick i like dick playing mud scene bar scene professional dinocroc hunters main job snake charmer how terribly incoherent scenes featuring woman diane wants loose virginity boyfriend walks like wears women s panties three sizes small make love did not realized making next little boy soon run away loose head living room mean head really flipped beach scene reminiscent steven spielberg s jaws scene grant lake strange scene could easily re dubbed billed comedy here local town cineplex theaters advertising months dinocroc glad did not watch later found shown days canceled movie bad suspected dinocroc good movie looking preview features leg dinocroc looks like child wearing green pajamas slippers claws walks like year old could easily passed baby geniuses if students movie making wants learn real classic trash diane s boyfriend walks like advanced case syphilis makes wonder poor woman sees guy looks drunk even get drink beer happens cares dinocroc panties man looked interesting entire movie dinocroc acting bad makes much better replacement mr bean move rowan atkinson man better comedic talent horror sci fi flick perhaps worse casting history hollywood
-1,yes marie dresler drinks prune juice thinks poison exits running dresler good never cup tea solid performer surely holds screen i watched polly moran i ve seen elsewhere here moran ok ok dressler s shrewish friend foe bad sunk nearly total oblivion the plot good hearted bad guys try rob townspeople dressler triumphs ends well i wonder central plot mechanism bonds came depression maybe everyone familiar bonds used well used wrongly i however era vaguely familiar them they re like stocks different right seems odd build story little man around somewhat sophisticated monetary entity
-1,high heels tricksy things elevate women or cross dressing men newfound heights put forward sharp statement style bring touch fragile elegance alternatively perilous foot pain inevitably lead trips falls ultimate tragedy tacones lejanos disappointment trip stylish high riser almod var s mother daughter drama stylish sure terms plot it s tongue tied tedious affair full confusing complex characters never fully engage make sense moments comedy aside tacones lejanos is not interesting best bit comes beginning marvellously macabre case manslaughter orchestrated child brilliant bit black comedy things looking up film comes heel there s solid enough acting performances there s stylish arty direction you d expect almod var otherwise tacones lejanos is not impressive piece spanish cinema story murder showbiz femininity fractured mother daughter relationship character alternately judge transvestite police informer could melodramatic powerhouse instead it s poor high heels stumbles sure
-1,saw film cinema class glad pay see it came open mind even little excited really enjoy ed norton evan rachel wood rest cast interesting never connected movie acting great cinematography interesting storyline rather lack thereof problem central connecting theme movie romance norton wood well no really western kind of no i m twists movies recently saw brick loved it place movie went there weird were not required sat whole film would walked out writing was not terrible place time movie ended left terribly confused wishing ended sooner something film did not resonate understand offbeat films like fight club care characters all
-1,obviously talent attached maria bello always great dreary wast time portraying every character someone loathed exploited someone could make movie interesting story well hope got systems unfortunately audience insight sensitivity context really humanity would fine except humor horror context nothing constructive say story it s trying tell bad things happen sit watch it do not care what time words based true story constitute unintentional warning audience means director screenwriter lazy fascinated events heard somewhere throw screen expect true nature story make audience feel something without filmmakers work hope great time making movie stinks ice
1,always thought would long boring talking heads flick full static interior takes dude wrong election highly fascinating thoroughly captivating thriller drama taking deep realistic view behind origins triads rituals characters constantly move although viewer kinda always remain outsider it s still possible feel suspense coming certain decisions ambitions characters furthermore johnnie succeeds creating truly opulent images due meticulously composed lighting atmospheric light shadow contrasts although there s hardly action ending still shocking it s ruthless depicting brutality cool movie deserves attention came like minimalistic acoustic guitar score quite bit
-1,painful example cheap boring unoriginal show produced australian tv stations fulfil local content quotas writing truly terrible i m surprised writers responsible worst australian film recent memory honerable wally norman nothing tv series funny ever even mildly amusing tired bad and worst all really thought funny simply embarrassing watch there something suss show given imdb try find real review real australian viewer show there were not many impossible crazy loafs bread funnier show avoid show cost come dvd remember laughter deserves unintentional
1,fan altman s large ensemble casts evidenced major films like m a s h nashville gosford park lesser seen films like wedding doubt entertained health centered around health convention two women running president health contains many altman s latter s regulars like paul dooley who helped write film carol burnett henry gibson also including top star altman newcomers like lauren bacall james garner glenda jackson like lot altman ensemble films numerous subplots film nearly overwhelming films like nashville wedding rather centered feel perhaps like m a s h gosford park whole thing obvious satire health movement filled over top outlandish contradictive characters guest stars like dick cavett providing wry commentary whole thing underlining whole election process altman s characteristic pessimism politics public appeal appealing film sheer fun people seem having would one altman s last films like while
1,little girl desi adorable cant think beautiful story one here make cry laugh believe knowing based true story made gasp also made realize nice people there great cast overall great movie
-1,epsilon a k a alien visitor expected no budget australian film special effects speeded up film quick scene cuts female alien who comes immediately able speak perfectly accented australian blip place place time time alter perception flow time match faster humans an elderly grandmother tells two granddaughters story wandering man told years before unnamed she came planet naked completely disoriented unable recognize star sky came from she meets man alone camping australian outback apparently bewildering him mistake gets angry told earth earthlings known consummate despoilers environment metaphor insulting thing imaginable rest universe breathe foul air nothing it sticking heads sand like ostrich another amusing metaphor earthlings frogs from there entirely film dialogue perplexed man tries understand she s peculiar psychology viewpoints even calls unintelligent quaint man begins realize maybe it s humans irrational thinking straight yet waiting beamed up back home sees human entirely faulty thinking even falls love him the dialogue perspectives spots interesting layered heavy handed environmental message low budget feel there two main actors blip around various deserted scenes evil despoiling humans planet never seen all environmental message offers solutions paints one two dire metaphors happen nature man something is not done logic also does not hang together rest universe given up earth yet one space woman caught earth mistake manages effect positive change conclusion movie would battalion aliens deliberately sent manage achieve pollution waste
1,chosen ones appreciate quality story character design movie superior ancients dwell lands lore far beyond average human creature s understanding movie pulls adventure genre unique centrifugal magical force fantasy unto thee mystical crystals chalice stories come go idea good story think positive negative thoughts create good versus evil battle like never before embracing impounding shimmering process keeps imagination glowing one dimension other striking quick flash energy transports human another world
1,story a woman nowhere rather simple pretty much adapted right eastwood spaghetti western mysterious stranger comes lawless town run kingpin starts shooting place even opening credits music spaghetti feel sergio leone ennio morricone would proud really interesting twists stranger beautiful woman saki ryoko yonekura harley location town somewhere japan in actioner there s considerable amount gunplay good predictable spots somewhat hokey it s whole lot fun ryoko handles guns believability aplomb gives thugs due was not much acting challenge physical challenge handled things well shows acting skills much otsu nhk drama musashi i d highly recommend film you re ryoko yonekura fan which adoringly am and or girls guns movie fan hold repeated viewings me there s something eminently inexplicably appealing girls guns movies like la femme nikita the long kiss goodnight gorgeous gal like ryoko starring well gobs icing cake
-1,begin there s much wrong horrible movie sure start okay two stooges wrote crapper joseph green rex carlton first could not make so called minds name guess split difference that s main title brain would not die end screen says head would not die neither one knows anything medical profession doctors take oaths do harm killing woman head transplant would considered harm plus little thing called blood tissue matching rejection would spell death jan pan plus keeps patch work monster medical school bill graduate from frankenstien university old fu mad scientist tech monster name bugs hell me plus brilliant surgeon doctor bill cortner does not know keep patient sedated disaster movie it s incredibly stupid unwatchable except mst k give thanksgiving turkey
-1,along days valley think one worst movies i ve ever seen another long line tarantino rip offs emerged since pulp fiction atmosphere movie creates amusing first five minutes film makers make unforgivable mistake allowing unnecessary grotesque violence hip quotient you re better skipping one
1,first saw absolutely riveting documentary it s initial release back and really profound effect me much bugged several friends see repeat screenings bottom line none friends walked away disappointed ever stellar film scottish conceptual artist andy goldsworthy who creates absolutely beautiful pieces art using natural materials wood water flowers rocks etc to create pieces eventually return natural form a statement temporary state everything get see goldsworthy create several works temporary art as well long term installations major galleries around world as well pieces natural world as well german film maker thomas riedelsheimer directs photographs edits meditation creative process real treat eye ear with ambient musical score composed performed fred frith who s music generally edgy experimental noise textured guitar as well capable ensemble musicians although film available dvd years now if find cinema highlighting revival fine film by means seek it s easily film composed large screen with proficient sound system truly experience film right way mpaa rating but contains nothing offend unless live birth sheep screen destined offend disturb
-1,david lynch s crude crudely drawn take south park presents us nightmare disturbing clich s suburban middle class families father hideous monster three teeth disproportionately large circular mouth hole uttered horrendous guttural noises son mother permanently horrified incoherent creatures terror way life number equally absurd characters introduced throughout series lynch famous comedies i e air aspects wild heart particularly fond comedies general however couple scenes dumbland made laugh loud clever bits animated cinematography lynch conveys wide ranges reaction characters syntactical arrangement shots opposed facial expressions which never really vary dumbland i believe lynch really trying give audience straight forward disturbing animated comedy here interestingly chose follow footsteps recent wave ultra low brow humor i e farrell films adding elements vicious social critique classic cartoon violence gross out humor blend does not really work well here nothing lynchian worth seeing lynch fans
1,homicide junkies there movie great every single character ever show made appearance movie helped resolve but all issues series unfortunately unless actually watch series enjoyment would lost movie made heavy references every season show s existence probably would appropriate series finale opposed separate movie gotta take get hope make movies continue feature homicide characters law order
1,good sequel murder small town one cash police lt buddy unravel sticky plot involving nazi criminal philanthropic witch family screw ups wierdo helpers original viewer treated nice little mystery distinctive sights sounds pre war america go see it
-1,title seems like filming exercise film released seen public dafoe wife must fun working together film first time without taking consideration people might actually watch it felt like mins wasted waited anxiously plot develop even begin try fit film genre will not lacks beginning middle ending i ve seen arty movies does not even come close arty abstract original seems completely pointless i think speaks persons rated film age group doubt constant pointless erotic scenes film insistent throwing us call erotic certainly did not taste
1,bonanza great cast wonderful actors lorne greene pernell whitaker michael landon dan blocker even guy williams as cousin brought several episodes replace adam leaving series cast chemistry seemed genuinely like other made many weakest stories work lot better have also made many best stories great western drama like show shooting thirty episodes every season bound weak ones however time episode interesting story kind conflict resolution usually include violence bonanza western gunfighting never featured main attraction fan rifleman wanted dead alive shows usually ended gunfight gunfights many westerns resolved every conflict bonanza different trying seek peaceful resolutions harmony instead killing in early years bonanza interesting episodes feature lot gunfights episodes stand contrast rest series pretty good themselves pernell whitaker wanted leave show guy williams brought replace him williams playing role long lost cousin unfortunately whitaker decided stay one year thus williams written series moved away marry adam s old girlfriend williams stayed duration bonanza one wonder much better series would years pernell whitaker left show undoubtedly pernell whitaker left series stories focused comedy country hijinks whitaker often played heavy many episodes absence left void cast little joe always wanted play nice kid hoss always wanted play good old boy heart gold since ben kind wise patriarch family leave much room gunfights at point hired ranch hand called candy david canary became fourth member cast candy never featured gunfights hardly older version little joe year two also ben take lost cousin jamie played forgettable mitch vogel teenager usually getting kind trouble someone apparently adding teenager studio looking attract younger viewers also gave writers chance write episodes teenage problems alcohol delinquency etc kind preachy episodes popular s reaction establishment media counter culture movement dragnet probably popular source law order tv though hawaii f b i many shows also tried jump bandwagon tv shows featured irresponsible teenagers causing mischief mayhem crime the addition teenager cast gave cartwrights chances show solve problems episodes feel contrived good general dan blocker died series limped along another year canceled last season pretty bad featured little joe tracking killers wife episodes somewhat depressing little joe usually drinking otherwise remembering much loved wife unfair killed i do not think ever seen last episode series wonder ever officially wrapped way last year ben lorne greene actually living ponderosa adam moved away and never came back even guest hoss died little joe left wife in series killed drifters overall era best series adam left slowly declined shows pretty good too series trying hard hip topical lost lot western flavor addition candy teenage kid also diluted general quality show death hoss dan blocker final nail bonanza probably best western series ever made episodes produced least one hundred excellent western drama pretty good record even worst bonanza better lot tv shows
-1,thought movies letdown expected much better was glad did not pay see movie did not sit movie theater one begin movie acting movie average humor terrible overall storyline movie was not special thought movie suppose great was not cheesy waste time think acting movie terrible actors movie chemistry was not there think maybe different actor play kirk jay baruchel might better entire time watched movie looked high did not get feeling was not acting movie now alice eve great job actress but chemistry jay actors movie names little affect movie humor movie funny all one liners movie ok nothing worth saying friends would understand think jim field smith hard time could not decide wanted romance comedy honestly think needs stick burger king commercials think movie could better writers would gone different director storyline movie like every hot girl ok guy love story boring think would better originality letdown nothing honesty would recommend anyone go see movie think would entertainment dentist movie save agony do not see it
1,movie light funny beautifully filmed lightning absolutely superb colours convincingly remind vermeer paintings this sentimental comedy best way us french standards arguably better english ones too every character touching interpretation close perfection isabelle blais splendid sylvie moreau better catherine series st phane gagnon charming emmanuel bilodeau great weird role his genevi ve laroche perfect best friend i could go hours finding negative comment movie give chance add review
1,critics audiences indicated birthday girl big fat clinker still love nicole kidman decided rent last night proved quite worthy watching sure is not basic american comedy does not take genius realize british movie that s liked it change movies around breath fresh air sure plot holes overall worked first off kidman fabulous different glamorous still quite sexy role keeps proving one top talents hollywood russian accent speaks english effective times carries long conversations russian did not know nicole kidman would never question authenticity harrison ford taken note k overall slight little movie works despite horrible buzz
-1,unfortunately movie credit whatsoever original nicholas cage fairly wooden far actors go imbues screen range skill from non plussed top supporting cast better the plot stays much original terms scene progression far worse enough detail given allow audience sold turns it s bill poor goods disbelief cannot suspended befit doubt given saving aspect film highly visual medium requires whomever scouted location commended there much laughter audience multiple boos literally end disappointed wait original come television pour whiskey enjoy
-1,put alert saying movie should not watched fails fitting tribute magnificent manner almost insult memory brave men special effect horrible had not expected total failure part director appreciate military technology machine gun normally fires rate rounds per minute fire th speed soldiers fall forward grenade explodes front them people survive artillery shells falling close feet away come artillery shells fall either side road road itself not disrespect weaponry appall me cliched situations incongruity dialogues screaming murder standard dialogues like ye bhi kisi ka bhai hai ise laath mat maro pakistan se jyaada musalmaan hindustaan hai loc cross mat karo ye mera hukum hai stupid say least what shobha de written true director worked without script shows flow movie gradual progression one battle another one gunfight next connection overall scheme war explanatory scenes awful chief army staff looks unconvincing make matters worse theatre people indiscriminately cut footage fit four hour long movie hours
-1,et s obsession dannielynn smith despicable leave child alone constant attention she ll likely grow psychotic depressed worse think princess diana longed privacy poor little rich girl ashley olson wants left alone wonder greta garbo became recluse said i want alone much et make little girl et anything better report on bet there s lots people really do not care color birthday cake balloons were way never heard anna nichole ever court cases inheritance paying lifestyle larry howard little dannielynn could et
-1,plot rocky acting somewhere south jr high school play cinematography bad looks like cut machete could not decide intentionally hokey flick people behind actually thought making good film think death valley days meets mayberry rfd people running around lawless modern town wearing quick draw gun rigs fair share cutsey stuff picture good guys pulling old farm house parking ford mustang right front hitching rail picture clerk hotel watching obviously western hemisphere movie sporting japanese sound track english sub titles it s really strange might improved watching partaking little peyote it s real curiosity modern parallels every western movie clich think of there s even modern version good hearted dance hall girl twanging jew s harp soundtrack really someone brings home saturday night movie session tell em dvd player died
-1,feeling submerged one would not better right must looking champagne money care final product voice gets repeatedly dubbed stranger sounds nothing like him editing well grade amateurish it s nothing b c grade movie enough money hire couple talented cameramen ok sound designer like previous poster said problems seem appear post production voice dubbing etc bad cause plot s actually ok sg flick i ll never rent another sg flick unless emails asking forgiveness too bad miss kelly lebrock jimbo
-1,almost burst tears watching movie laughing memories great rodney dangerfield movie candyshack first stole movie easy money best back school far s classic masterpiece ladybugs that s started show poor rodney getting old meet wally sparks slight step ladybugs saying much in wives rodney plays monte a name must love since name easy money rich isnt always guy loves women gets married like nothing well inherits huge piece land since land run amish inherits wives sounds like great idea dangerfield movie problem everything script poor rodney seems saying one liners camera side characters nothing do movie looks like shot video really poor stunt sequences obviously rodney andrew dice clay plays gangster looks like dying say f word which since film rated r plays pg jerry stiller nice minute cameo do not get wrong times laugh rodney s jokes poor man getting way old way slow see jokes coming miles film turns way pc thanks horrible s s s rodney does not work anymore
-1,used wesley snipes name clue go ahead watch new untried film appears now first time snipes method film recommendation failed utterly first come see reviews snipes ought ashamed allow otherwise earnest efforts wasted the contractor one worst flick fears come bitter fruition feared shaky blurry pseudo documentary unconsidered directing editing style first brought attention paul greengrass directed bloody sunday might propagate films greengass sickening style brought nauseatingly new heights last two bourne trilogy films fear come pass opinion films made really bad motion sickness inducing methods mistake blurry swipes action enhancement bourne franchise greengrass loving calls cash cow apparently convinced others hollywood go unprofessional quest fast big bucks read lips hollywood types action needs clearly photographed presented merely hinted poor lazy cinematographic techniques and the contractor goes far emulate the bourne ultimatum inanely repeated sound bites hopes juvenile apparently evaluated audiences can not sense them example hear cop radio crackling yankee romeo one time i ll scream chances good will not hear again certainly will not ever view the contractor again i recommend yet see the contractor content tranquility lack affords life tempted lower
-1,could not believe horrible dialog coming people s mouths end reel bloopers attached body film real hoot get titty shots angelique pettyjohn sort of loren crabtree boot a teleportation device activated psychic angelique pettyjohn brings alien container underground lab desert according director fred olen ray leftover sets klaus kinski film android gives film increased value beyond cheap looks inside container midget alien played ray s son starts clawing people death pretty funny watching little creature black reptile suit looks like large beetle shells attached it running around dark even get see little thing stamp tear poster et thought hilarious and there s looks like snake also comes container gets hammered death william fair mini creature chews frank mcdonald s neck kitchen low budget take alien suppose the whole thing ends abruptly looking like ran film end blooper reel comes end credits talk lack funding fred olen ray also mentions director s commentary also were not sure aldo ray would make shooting remember lines barely did low budget cheese sneeze it s fun watch i ll grant ya that
-1,four porn stars romping irish woods sounds like film watch ginger lynn allen chasey lain taylor hayes jenna jameson together one film licking lips well mutant creatures resulted centuries inbreeding certainly licking lips feasted entrails victims yes flesh exposed far little considering cast but soon ripped open expose dinner creatures definitely action probably seen before one person lost head situation unfortunately director christian viel show much promise likely watch later efforts
1,undoubted highlight movie peter o toole s performance turn wildly comical terribly terribly tragic anybody better o toole do not think so great face man has the story odd one quite disturbing emotionally intense parts especially toward end also oddly touching succeed many levels however felt film basically revolved around peter o toole s luminous performance i m sure would not enjoyed even half much had not it
1,excellent film great performances zack lochley much displeasure mine garibaldi arrived station all due respect jerry doyle seasons lost sympathy character does not take long start criticizing zack who love best show and taking charge i m sure zack could coped soulhunter plot fascinating especially believe heaven zack does humour supplements nicely
-1,watched episode yes sat entire miserable experience say brand comedy one worst get imagine peter griffin family guy fame imagine peter griffin a admittedly slim minus glasses woman except lacks something made hilarious peter griffin idiot does not know he s idiot sarah none genuine character none acting ability pull character off maybe trite formulaic jokes pull comedy even lower character take herself maybe it s lack believable foils insensitive bigoted persona may appeal insensitive bigoted people unlike mass appeal stephen colbert s insensitive bigoted character has like bill o reilly sarah creates annoying unfunny character lacks something necessary genre satire let alone entire world comedy sarah silverman lacks noticeable do not believe identify it it s funny anymore
-1,one could wish idea good invisible man would work better carefully handled age fantastic special effects case story characters and finally entire last minutes film fresh mad scientist flick early s great moments mostly due amazing special effects idea invisible man stalking streets alas soon we re back cramped confinement underground lab means rest film predictable schematic there great many remakes old films tv shows past years charms it s becoming clearer clearer film idea putting ol classics noses eager madmen like verhoeven who moments bad one obvious money key issue here time energy put script nowhere near enough result hollow man seriously undermined clich s sappy characters predictability lack depth whatsoever however one thing actually impressed me beside special effects swearing making kind film modern producers keen allowing kids see them therefore language and sometimes violence sex toned down whole world blows up good guys go oh darn oh god hollow man gratefully discards kind hypocrisy characters liberty say comes natural them i m saying natural response something gone wrong swear makes believable someone actually swears think thank verhoeven that
1,splendidly directed fantasy second popular flawed tarzan series put mgm first class adventure many reasons suggest fine photography strong imaginative qualities delightful cast good simulated jungle locales exciting storyline johnny weissmuller plays tarzan mono syllabic untutored sort unlike edgar rice burroughs creation honest loyal brave courageous needs narrative jane parker wife jane porter novels maureen o sullivan attractive lively well athletic script calls quality effect lighting spacious clever sets quite unusual outdoor adventure filmed mgm back lot really works fabulous mutir escarpment remote locale allows tarzan jane live undisturbed idyll come people searching them emissaries civilization jane left behind tarzan could really comfortably habituated one harry holt still love her friend tempts come back civilization him gown perfumes interest her refuses leave tarzan tarzan protect several wild animals scenes look like humanized king king group claim want hunt animals tarzan agrees jane s sake bit big game trapping point idea ivory obtaining fortune turns expedition s heads minds tarzan shot left dead group force jane accompany expedition follow dying elephant fabulous elephant s graveyard find area guarded savage tribe attacked lions tarzan rides elephant revived time call spectacular elephant filled scene saves jane left expedition return home little richer much wise jane continues savage idyll new husband film directed set design wizard cedric gibbons quite beautifully too work lighting outstanding accomplishments entertaining exciting film which manages seem real despite hollywood shortcomings start finish neil hamilton good harry paul cavanagh even better reveals thoroughly bad forrester harvey nathan curry round small cast professionally unusual well realized fantasy film interesting situations strong dialogue confrontations well recommended
-1,hi folksforget movie john c ashamed appears executive producer credits bon jovi never never actor fx joke the first vampires good vampires thing wears name just waste time thinks jake scorpio
-1,trot every stereotype misrepresentation you ve heard semi devout mormons you ll see they ve starred ridiculous excuse film finally kurt hale s fortunes changed thank goodness hopefully long see features theaters the cinematography amateurish i think used camcorder basketball scenes plot limp unfunny really did not understand anyone anything like sand eyes pound lady sitting face painful the reason did not give movie negative rating scale will not let me
-1,thank god watched friend s place pay it plot horribly transparent whole movie felt like episode tv show knowledge computers electronics watch out feel feel like movie insult intelligence also actress turned much music vj amanda walsh displays worst acting ever seen excluding porn she s lucky matt lanter actually decent he s one carries movie i hate wasted nearly two hours life watching movie it s shame got call sequel fan original actually pretty good
