Polarity,Review,Polarity_result
1,we took our inlaws here while they were visiting from out of state this was on their to do list of local experiences it was also my first time here since moving to the valley nobody was disappointed    we came for lunch on a thursday around noon we were able to get metered parking right in front of the place there is a lot in back that charges  as wellthey were about  full we were seated right away and greeted by our waitress immediately they brought a highchair for the baby too    i loved the duecor classic rock and roll memorabilia was the theme many of alice coopers own items decorated the wall from tour posters to guitars there were several large screen tvs and classic rock and roll music was playing as well the waitresses were dresses in attire that also supported the theme    the menu features items with a celebrity theme i ordered the adam richmans bases loaded big unit and a local micro brew the food was brought out in a reasonable amount of time this was a  lb  loaded hotdog with a good order of fries the hot dog was an all beef hotdog on a bun loaded with sauerkraut nightmare chili onions tomatoes jalapeno peppers and shredded cheddar cheese it was more than i could hope to eat but i did do serious damage after i got a to go box we browsed the gift shop everything alice was available   this place isnt for everybody who is not into the genre we did enjoy it and will return on special occasions if you go make it a week day for lunch its probably when youll get best for service they are located near chase field so they are probably packed on game day the menu is a little pricy but worth the experience,"{'neg': 0.028, 'neu': 0.876, 'pos': 0.096, 'compound': 0.9666}"
1,great place good food,"{'neg': 0.0, 'neu': 0.222, 'pos': 0.778, 'compound': 0.7906}"
-1,went here while in phx on business with a friend who lives locally  thought it would be a good place to have some dinner since i love bbq  no such luck  nothing seemed like real bbq  just over cooked and tasteless  very chain resturanty  cool memorabilia abut thats about it  they only give a small cup of bbq sauce for your meal  i dont reccommend,"{'neg': 0.087, 'neu': 0.747, 'pos': 0.166, 'compound': 0.7949}"
1,cooperstown sports grill does not disappoint   cooperstown offers an incredible selection of beers good food and excellent service  the prices are reasonable and the servers are outstanding    cooperstown sports grill is big filled with large screens televisions the walls are covered in vintage guitars signed by every rock star and rare sports collectibles signed by past  present icons   the food entrees have celebrity names like the bill oreilly bbq sandwiches kurt warner corned beef  az cardinals country bbq chicken salad or my favorite the jeff  grilled chicken salad  i would put the grilled chicken salad up against anybody including durants or even arrogant butcher  so if you find yourself in downtown phoenix give cooperstown sports grill a try it does not disappoint,"{'neg': 0.023, 'neu': 0.827, 'pos': 0.15, 'compound': 0.947}"
1,watched a suns game here recently and had a blast  the arena is in the heart of downtown phoenix and is near bars and restaurants  its really easy to have a pre and postgame party  we walked to lucky strikes after the game and had a few drinks and shot some pool  overall its a good time in this arena  return factor  ,"{'neg': 0.035, 'neu': 0.802, 'pos': 0.163, 'compound': 0.8439}"
1,harsh to say but i hate arenas the only time i go is to see s concert show or special event as im not an arenatype sports fan last nights event was cirque du soleils michael jacksonthe immortal tour i have to say as far as arenas go the us airways center is pretty amazing  entering and exiting are easypeasy it didnt feel overly crowded and parking was plentiful in outdoor lots or the adjacent indoor multistory connected building    theres a starbucks on site which was like heaven to me    i wanted a nice hot tea to savor through the show there are other wellknown food concessions throughout the arena as well as some fairly comfortable seating areas to pass the time until the powers that be allow you to go to your seat  since we were sitting in section  first row we were in the makeshift seats the same as they put on the floor foldables with no real back support  this was probably the only negative for me as after about an hour my lower back was killing me and i still feel it this morning  but    the seats were wonderful for viewing the show  couldnt have been better    sound quality was what youd expect in an arena not built specifically for music so i didnt have high expectations   i have to say that i am very impressed by the us airways center and all the nightmare worries that i had about entering the building exiting the building finding something i wanted to drink and of course parking were something i didnt have to be anxious about at all  bravo,"{'neg': 0.099, 'neu': 0.744, 'pos': 0.157, 'compound': 0.966}"
1,i have seen quite a few games  concerts at us airways center and now having the light rail it makes getting into and out of downtown phoenix so much easier plus with a game ticket you can ride for free up to  hours before to  hours after the event for free and the train stops are walking distance from the arena  never a bad time at us airways center,"{'neg': 0.02, 'neu': 0.819, 'pos': 0.16, 'compound': 0.8985}"
1,tickets to phoenix suns games are cheaper than the large beer in a cup at the arena  tickets and  brews i used to watch this arena on tv for years when the suns were good and i was living elsewhere it seems less orange in person maybe some of the seats should be painted orange too if you know the area you will know not too pay for parking either after pm meters are free and obviously on the sunday i went no charge try parking at th and monroe street inside the arena is pretty nice i had a great view from the upper deck but cmon suns do you really need ushers kicking people out of upper level seats give somebody a tiny bit of power and see what they do with it of course im stealthy and uncatchable so no senior citizen usher is telling me where to sit anyway my team the brooklyn nets won and overall a good no hassle experience if the suns ever get good again it will be worse to attend oh yeah good entertainment also at least on this day it was the gorillas birthday and a ton of mascots were there celebrating and also the trampoline dunkers were cool and the  yearold girl who sang the anthem was top notch,"{'neg': 0.052, 'neu': 0.773, 'pos': 0.174, 'compound': 0.9843}"
1,i went to this venue for the carnivores tour last month and was really pleased with my experience again this time when i went we were in a slightly different section and the lighting was way better the line of sight to the show was great and although id prefer to be closer to the stage it was a great experience awesome show great accommodations,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.9735}"
-1,worst nights sleep i have ever had  not only was the mattress ridiculous stiff to where i ended up laying on the bed pillows and only got a couple hours of sleep  when i went down to the front desk at am to request a room change due to the mattress and i should really say i hobbled down due to being stiff  sore the front desk lady was unsympathetic and said that all the mattresss in the hotel are the same  she gave me no options and asked if i wanted to check out and of course offered no refund or discount  even going back up to my room to pack i encountered other guests who were complaining about the stiffness in their back from the mattress  do not go here  the breakfast location pool and fitness room nowhere near out way the amount of pain you will be in all day because of one nights stay  i wish i could give them a zero on yelp but alas i am forced to give them  star which they are undeserving of,"{'neg': 0.118, 'neu': 0.864, 'pos': 0.017, 'compound': -0.9509}"
1,going in  you know your going to get typical tgif food  but the view is great  if youre a sports junky you need to eat here once  we took my grandfather a sports nut for lunch hopped off the light rail and he loved it  as we ate lunch on the patio we watched as the landscapers groomed the field  the top was open the sun was shining a breeze was blowingahhh  the service was perfect  our server was funny  took time to chat and made sure we had what we needed as soon or before we needed it,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.9821}"
-1,i am from out of town and have never been to a restaurant at a ball game so i was excited to go to front row to watch the dbacks game the website gave very conflicting messages about when you could purchase the seats in front row for the game so i gave the restaurant a call over a week in advance they said i could only purchase tables the day of i called the night before the game hoping that maybe they would make an exception because i really wanted these tickets i then found out that the tickets have been available all season i asked to speak to the manager who was the rudest human being i have ever spoke to in my life after about an hour on the phone with him tears and being called a liar i decided to hang up and just call customer service i understand that the table i wanted had already been reserved i just wanted the manager lyle to try to help fix the issue he said there was nothing he could do and that everyone knows you can buy the tickets all year round what a piece of crock i cannot believe i was talked to in the way that he spoke to me and i am so thoroughly upset and aggravated at him i just read some previous reviews about him on this site and its so funny that everyone agrees with me if you dont have any issue when you go there then youll be fine but if you have even the slightest complaint that has to go through lyle dont expect to leave happy,"{'neg': 0.05, 'neu': 0.892, 'pos': 0.058, 'compound': 0.2983}"
-1,my friend and i decided to try out tgi fridays for a beer during the baseball game to get a bigger bang for our buck for what we would pay for a small hot dog and  oz beer we could get a great meal larger beers and great service right wrong   the restaurant was not very crowded for a game night yet we were denied a table overlooking the stadium twice the manager asked us to visit the hostess stand to get a table but they informed us there was a wait no one was in line for the restaurant   i had to get our own menus from the bar after playing lets avoid making eye contact and maybe she will go away after we ordered three sets of people were sat in the tables we were waiting for and their meals came out before our order   our waiter ended up offering us a free beer for the late arrival of our food and ended up comping our entire check but that will be my last visit front row   id rather pay  for a beer and  for a processed hot dog than to get snobbed by anyone in the service industry all i wanted was a good time after a work day from hell and to enjoy a diamondbacks game ,"{'neg': 0.076, 'neu': 0.835, 'pos': 0.089, 'compound': 0.6369}"
1,i live across the street and visit often could not ask for a better atmosphere with a view of the inside of chase field the customer service has always been great often times it get dinner to go and the bartenders are friendly and chat it up while i wait just the traditional fridays menu but the location makes it worth going definite place to check out when you are downtown doesnt have to be a game day,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.8176}"
1,a great little place to see shows very small very intimate a great setting for seeing a band if a band you want to see is playing here be sure to go it doesnt get anymore up close and personal than this there is no seating or alcohol so if you dont mind standing and being sober it is well worth it the art here is some of first fridays best as far as i am concerned leagues above all the other galleries be sure to stop and see the art here if you are out then,"{'neg': 0.038, 'neu': 0.749, 'pos': 0.212, 'compound': 0.9582}"
-1,this place could be really great but unfortunately as of now it sucks  first of all ive never been to a concert venue like this with no bar  call me an alcoholic but i like my beer in hand when im nodding my head to some obscure hipster band ive never heard of  the outside is kind of cool but the inside is awful  the walls are stark white and look like those cheap walls people use to divide up apartments into more bedrooms  there were no decorations or paintings on the wall when i went even though i thought it was supposed to be some sort of gallery  maybe i went on a night that they were between showings  the space is small but if they hired a better interior designer they could have made it work  unforch it didnt  the sound system seemed cheap also  this place could be great if they just put in a bar and hired a decorator,"{'neg': 0.084, 'neu': 0.769, 'pos': 0.147, 'compound': 0.9248}"
1,hm didnt realize bar bianco had their own review page  httpwwwyelpcombizpizzeriabiancophoenix hridpvdncjrvmdclipigjq  in short awesome rustic feeling repurposed house smoking hot bartender woman relaxed and comfy country style patio and delicious four peaks on tap,"{'neg': 0.0, 'neu': 0.713, 'pos': 0.287, 'compound': 0.91}"
1,really good service  james at the bar made some really good recommendations the place is right next to pizzeria bianco  so while you wait for a table there come here for a drink and kick it  they also have a great wine menu if youre into that  i guess on fridays they have a live band playing inside,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.9059}"
1,stumbled across this place while working a photo shoot in the area and we ordered in  since then we havent stopped eating at athenian express   a good five miles out of the way    what attracted us  great food great prices and the owners wife was undeniable friendly  seriously one of the genuinely nicest people i have ever met   i started out with the turkey pita  delicious yet she urged me to be more creative   love it all now including the staff   there isnt a day where it isnt hussle and bussle in the place  yet the service is fast and always accurate  seriously i eat it almost every day,"{'neg': 0.067, 'neu': 0.691, 'pos': 0.242, 'compound': 0.978}"
1,summer time is supposed to be healthy time so i am trying to watch what i eat now i will always be a big guy not two fat twins on their matching motorcycles big but you know not little but i definitely am eating more appropriately however i work in an office and around  people start to doublethink their lunch choices yes the night before a breakfast bowl from jimmy dean sounds like an excellent lunch selection but all that pushing of buttons and watching your meal spin in the microwave forget i,"{'neg': 0.022, 'neu': 0.819, 'pos': 0.159, 'compound': 0.9383}"
1,locally owned authentic good prices big servings gyro meat is moist and full of flavor veggies are always fresh feta is the best go to in the roosevelt row neighborhood,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.8555}"
1,youll notice a huge age discrepency really young kids and then there are the adults of all ages  so i give credz to any insitution that tries to keep kids engaged in using their minds  vs getting their game on in the mall  i love science museums making a point to attend in any big city i travel to  the exhibits seem lacking even in simple terms of the magic behind the science hence probably why the feedback this place is so kids orientated,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.8481}"
1,just went to the pirate exhibit this weekend and i want to write a review because it was by far the coolest one yet  i have been to the body exhibit the titanic exhibit and others there  of course there is more to do there than just that for the kids they blow stuff up at the lab they have tons of cool little sections with things to do  it is not cheap but we got the annual pass for the exhibits this year since we did the maze and we wanted to come back for the pirate and the van gogh exhibit coming next  now back to the pirate exhibit holy cow they had a real life pirates treasure at the end that was valued at  million dollars  the have tons of real pieces of  they also recovered the bell from the original ship they found off the cost of cape cod  there was their silverware belt buckles guns cannons gold silver rope and i can go on forever  it was just super cool to hear the story and see all the real life stuff  this is not just a kid exhibit and in fact i spent much more time reading things and my kids blew right through it,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.9623}"
1,arizona science center brings science and entertainment to the young and fresh minds of the community the staff are always friendly the weekend manager manny is very knowledge and able about the asc and all the exhibits he was very helpful  i look forward to visiting again the weekends are always packed if you can make it during the weekday you will bypass the mass of patrons    r,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.8858}"
1,we love the az science center so much that we recently became members and plan to go often we love the exhibits and the fact that they change out the special exhibits often i do recommend packing a lunch as the cafe is a bit pricey but the food is good,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.8922}"
1,love this place in every way,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}"
-1,attended the ancient ales modern science event with several others and was very disappointed  the ancient ales that we had the privilege of tasting were fantastic but unfortunately only  or  of the breweries made it the whole  hours we spent most of our night waiting in line for the breweries whose booths were open and didnt get a chance to see much of the science center thankfully i was with good company,"{'neg': 0.088, 'neu': 0.774, 'pos': 0.138, 'compound': 0.6362}"
1,i love this place and my kids love this place  we have been members for years  the best part is this membership gets us into other museums throughout the us for free or for a big discount,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.9509}"
1,good hospital trauma teams are excellent theres a reason they filmed a traumalife in the er here all the nurses on pretty much all the floors are all good quite a few gorgeous ones too just saying,"{'neg': 0.055, 'neu': 0.611, 'pos': 0.334, 'compound': 0.9345}"
1,i completely agree with chris s happy pills seriously everyone at this hospital is so nice the nurses the doctors all of the staffday and night my friend is being treated here and has been addmited for various days now and everyone agrees this hospital has really made this whole situation so much more bearable and less stressful considering   when you or a friend is going through illness or trauma the last thing you want to deal with is rude and uncaring nurses and doctors you will not experience that herethey are wonderful  the hospital itself is very nice it feels modern and clean there is even a nice healing garden you or patients can relax and get a little fresh air in the food isnt that bad considering this is a hospitali had a nice salad and sweet potato fries one day prices are like an airportexpensive but at least its not typical cafeteria food  thank you good sam for taking such good care of my friend,"{'neg': 0.045, 'neu': 0.698, 'pos': 0.257, 'compound': 0.989}"
1,colin m did a masterful job filling you in on the facts about this business so check out his review  i can only second what he said    this is a real camera shop stocked to the gills with lots of topoftheline stuff  it would be easy to be intimidated but dont let that keep you from going into this fine establishment  i have bought a few things here and they have always been very helpful and friendly  you can find better prices on the internet but no instant gratification on the internet  and who is going to help you with a problem or answer a question when you have one  who will repair or clean your camera for you  no we need to support our local shops and if it means paying a few percentage points more its worth it,"{'neg': 0.081, 'neu': 0.739, 'pos': 0.179, 'compound': 0.9564}"
1,rositas place rocks it has the right amount of dive atmosphere with just excellent food the green  red sauce are both pretty hot and spicy chips are fresh and fried on premises all entrees are quite big and enough to feed two it draws interesting crowd i was there with some folks from work after a conference and so were in suits there were some families retired folks emokids and bubbas try the combination burro with enchilada sauce cant go wrong with that beer and tequila is reasonably price,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.9254}"
1,what a find i found this place thank to my trusty yelp app i wanted some good spicy mexican food and rositas place seemed to fit the bill in all honesty i was planning to go to los dos molinos but they are closed on sundays  you park behind the restaurant and walk around the front dodging a few cars along the way walking in i loved the atmosphere it was bustling and full of life but not overwhelmingly busy we were seated at a table just past the indoor fish pondhmmm the service was prompt the chips and salsa came right out the salsaoh the salsa it is delish full of flavor and lots of heat but in a good way i ordered the chicken enchilada plate one red and one green my companion ordered the green chili tamale plate out of this world good they arrived glowing hot the plates and food were so heat hot we could not start eating for about  minutes which allowed us to enjoy the ice cold beer  once the food finally cooled to a manageable temperature it was amazing the flavors were spot on the chicken was super moist and each sauce was great the refried beans here are like crack i was so full but could not stop eating them yum  im pretty sure i have found my goto mexican spot in phoenix,"{'neg': 0.006, 'neu': 0.783, 'pos': 0.211, 'compound': 0.9953}"
1,good solid mexican food  big portions and small prices  if you order a burrito or chimi get it wet i made that mistake only once,"{'neg': 0.083, 'neu': 0.761, 'pos': 0.156, 'compound': 0.2732}"
1,the hours are wrong for sunday beware the food is wonderful but yelp is posting the wrong hours on sundays im here at pm and this amazing restaurant is closed i am sad,"{'neg': 0.22, 'neu': 0.596, 'pos': 0.183, 'compound': -0.1901}"
-1,ive been going to rositas for probably  years and mainly at lunch during the work week the tacos are great the enchilads are chessy and taste good but also a gut bomb that makes you want to take a nap unfortunately this has always been one of my go to places and would normally give it  star,"{'neg': 0.113, 'neu': 0.796, 'pos': 0.091, 'compound': -0.5346}"
-1,being from southern california the scene is so much fun there are several clubs to go to and any night is a great time that brings us to the phoenix scene and the cashoh wait there is no scene for the ladies not going to bash them to hard because its the only consistent place that we have yes it caters to the country music crowd but they do play spurts of other music through out the weekend eveningsthe mixed drinks could be better but the prices are reasonable,"{'neg': 0.028, 'neu': 0.833, 'pos': 0.139, 'compound': 0.8965}"
-1,i walk on a sat morning at am for a retouch on my ombre hair i had it blonde already and the lady first told me to wait i did she then came back got me started put foils on which i think she wasnt going to do bec my hair was already light i show her a picture and ask her if thats how it was going to look a few times and she keep telling me yes long story short afterhrs or so she remove the foils and wash my hair put some treatment on it and left me therefor another mins i got tired of waiting for her and wash my hair and i also blow dry my own hair bec she was busy with  other ladies my hair was horrible yellow and fry so burn uneven tones of yelloworangeblack and red when all i wanted was a caramel ombre i was so mad but i still just pay her after hrs all i wanted was to go home so i had no energy for arguing i did told her i didnt like it and that it was too yellow she just said it looks pretty and continue on checking me out i do not recomment rachel or the location on th st at all i when the next day with the intention of looking for the owner so i when to the other location on th ave and camelback lorraine was awesome she immediatley address me and apologize did a color correction she fix my hair it look exactly how i wanted she was really nicecaring and ask what i wanted and not wanted she was also super fast and did my hair in about hrs or less i really recomment lorraine at the camelback location she also didnt charge me for the correction she just apologize for the incovenience and gave me a treatment to fix my brittle dry hair,"{'neg': 0.049, 'neu': 0.889, 'pos': 0.062, 'compound': 0.758}"
1,la tolteca is the most authentic mexican food it is so good and a great place to eat if you are down town check out the grocery section they have freshly made tortillas to take home delicious,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.9107}"
1,a phoenix native told me i had to try the mexican food while i was in town so i stopped by la tolteca and i was happy i did  i tired out a torta and a couple of sopas  the al pastor sopa was right on as was the the carne asada  my milanesa torta was a bit chewy but otherwise prepared with great fresh veggies  hit up the salsa bar for some extra flavor  enjoy,"{'neg': 0.039, 'neu': 0.765, 'pos': 0.195, 'compound': 0.9438}"
1,we had to be near downtown today and when scrolling through nearby restaurants on my phone i saw this one  on google its rated  stars  here its  stars  and only a single dollar sign  so we drove over  the place looks like something you might find in mexico  no hostess  walk up to the counter order your food wait for your number to be called walk into the dining area ducking under a low arch if you over  tall where you are greeted with basic tables and chairs  seriouslyif you didnt know you were in phoenix youd swear you were in an eatery in mexico  they also have a bakery and a market attached to the food counter  on to the actual food  as this was my first time here i ordered the chimi  i usually do that so i have a basis for comparison to other places  my wife had the albondigas soup  we both liked our dishes  the chimi was done perfectly  a light crunch of the shell  not overcooked not greasy  the chicken was moist and tender  and it was a pretty big chimi  i think one does need to add some pico to it because the chickens seasoning was very mild  the pico added just a bit of flavor that really made the difference  and the mexican rice was very nice  i wish it wasnt so far from home gilbert because id love to make this my regular spot for mexican food  i would say it blows away just about every place else ive found in the valley and is neckandneck with guerreros in tempe  i cant choose between the two at this moment  i hope to return here and will be trying something different  their menu is pretty extensive with several traditional dishes including menudo lengua and albondigas,"{'neg': 0.017, 'neu': 0.884, 'pos': 0.099, 'compound': 0.9798}"
-1,this has to be the most ghetto and disrespectful dive ive ever been to i usually dont play the race card but unless you are a spanish speaking latino you will not be treated well by the staff  as soon as i walked up to the counter a pregnant cashier rolled her eyes and asked dully what i wanted i couldnt pronounce the name of the combo i wanted but i blurted out the number associated with it and it had a picture she looked over her shoulder at one of her associates and said something the only words i caught were token gringo customer  they shared a giggle  they were speaking in that halfassed spanish that has a little english mixed in suffice it to say i was offended and promptly cancelled the order i have not returned since then,"{'neg': 0.075, 'neu': 0.871, 'pos': 0.054, 'compound': -0.2821}"
1,la tolteca is outstanding passing through phx and a friend and frequent visitor to az told me i need to stop here he spoke truth   get the chilaquiles get them   we also had tacos de papa and caldo de camaronesthe latter was awesome too delicious broth and packed with shrimp the salsa bar had grilled jalapeufos  habanero salsa we couldnt get enough of   ill be back to la tolteca five stars no hesitation,"{'neg': 0.056, 'neu': 0.729, 'pos': 0.214, 'compound': 0.9339}"
-1,geeeross  the other half and i got takeout for this place   but first a little backstory  my dads whole family worked at a chinese restaurant in philly from before i was born until the late s  my mother says she craved chinese food the whole time she was pregnant with me and by proxy got me hooked on chinese in the womb i bless her for having done so i love chinese and could eat it every daywillingly  ive tried chinese in every city and country ive ever lived or visited as i always love to see whats out there and experience the regional variances and interpretations i can usually find something good no matter how nasty or base a buffet or madetoorder  and lord knows i love takeout and a movie on the sofa  great nite rite  a few weeks ago i convinced the better half to go pick up gourmet house of hong kong if i paid and he drove deal done  i ordered on the phone  no problems its rite down the street from our house so dinner was steaming hot and in the living room within  minutes  we queued up the dvd and were ready to go  the fried rice was yummy and ok  not the best ive had but not the worst either  the bbq pork app was good and i liked the dipping sauce it came with everything else was skank  id say avoid the noodles at all costs they were like nasty overcooked spaghetti in a watery flavorless sauce  even with soy sauce added they did nothing for me    im kind of sad bc the other reviews on yelp seemed pretty good  the place is not that great looking from the outside and never having been inside i cant comment on that  but i would never get takeout from here again  at least we didnt get sick  it was just blandorama which makes me sad  i even threwout the leftovers which has only ever happened  one other time with chinese takeout when i left for vacation the next day and didnt want to stink up the fridge,"{'neg': 0.075, 'neu': 0.739, 'pos': 0.186, 'compound': 0.9948}"
-1,mu shu was closed so we gave this place a try for takeout sundays and asian food i know im asian  currently suffering worst food poisoning in this decade the kind that tears your back up from violent heaving  dont get chicken,"{'neg': 0.299, 'neu': 0.641, 'pos': 0.06, 'compound': -0.9246}"
-1,so i thought reading their menu seeing it in chinese language and in the  chinese district    it could be a real find  i love dives with surprisingly good food   i was soooooo disappointed  the egg drop soup was vegetable soup and just warm  a minute after my soup was served my main course came out  it had two itemspea pods and pork  not very bbq flavor rather a funny flavor  no other veges such as water chestnuts or bamboo shoots  the minimal sauce was very bland  the rice was not fresh,"{'neg': 0.089, 'neu': 0.778, 'pos': 0.134, 'compound': 0.6945}"
-1,whats your opinion of an md who wears a three piece suit  when i see a doctor wearing a three piece suit the first thing that comes to my mind is why is he wearing a suit  did he wear a suit to class in med school  did he wear a suit doing rounds during residency  i know lawyers and investment bankers wear suits but doctors  i want to see my doctor in  a white coat   who wears a suit if they dont have to  am i obsessed with what people wear  not normally but when an md dresses in a suit then i cant stop wondering why  you get the picture  to me theres something not right about a doctor under the age of seventy wearing a suit  i could spend this review just commenting about workplace attire but i need to move on  dr stevens performs surgery at his surgery center  yikes   i hate doctors who have a business in addition to their practice  they see patients in the office they do surgery at their surgery center theres a conflict of interest here  is it possible that patients who may not need surgery are scheduled for a procedure to pay for all that expensive equipment  i hate incorporated doctors the gucci loafers  the conferences in new york anaheim orlando miami etc  making k  from a regular practice isnt enough  are you a doctor or a businessman   whats more important  helping the sick or your bottom line like i want a new boat that costs  and the down payment is  so i need to get  surgeries done in the next  weeks to get that payment together  if i want you to do my surgery at the mayo clinic is this possible   i want to have surgery at a hospital  because lets say something goes wrong  drastically wrong like i stop breathing  when this happens in a hospital they call code blue and every available doctor and nurse runs as fast as they can and does their best to get you breathing again  in a surgery center there may not be any other doctors and there may not even be a nurse  people die in surgery centers    when i hear surgery center i think of people getting liposuction and dying from blood loss in the recovery room because the doctor left and no trained medical staff are available   dr stevens is arrogant   i was extremely ill when i had a consultation with him i had quite a few questions to ask about my situation  dr stevens kept writing and wouldnt look me in the eye when he deigned to answer my questions  he kept looking at his notepad  damn it  stop writing lift up your head and look at me when im talking to you  while im in the middle of this it began to hit me that this was not the doctor for me  im paying for the consultation i could barely walk it was june  so it was hot outside  i was exhausted had been out of work for several weeks  was facing back surgery and trying to find a surgeon he said he does the procedure i need all the time  maybe that was true but he would not be doing this on me as i was walking to the garage so i could collapse in my car i was almost ready to give up  i knew i had to go home get on the internet and find a doctor that i liked   i ended up  going with  dr mark lyons a neurosurgeon at the mayo clinic,"{'neg': 0.098, 'neu': 0.842, 'pos': 0.06, 'compound': -0.9843}"
1,if you are at all bashful or have issues around nudity you might want to stop reading now  this place will not be for you but for the free spirited the alwun house is the place to be this month for their erotic art festival  the exhibit kicks off with their outrageous sneak preview party tonight feb th at pm  dont expect to see stuffy art aficionados milling about with glasses of champagne do expect to see transvestites on  inch platform shoes dancing and laughing with the  glitter dusted the body painted the latex clad and the goths they create a club atmosphere in their back yard with a floor show of comics cross dressers dancers acrobats and contortionists  you cant immerse yourself in the circus atmosphere and not walk away smiling,"{'neg': 0.063, 'neu': 0.769, 'pos': 0.168, 'compound': 0.9537}"
1,so i was visiting arizona for spring training baseball and pining for a decent meal when we stumbled across welcome diner  this place friggin rules  all of the food that our party triedduck burger breakfast biscuit creole breakfastwas off the chain  and they service beer which is perfect for a sunday brunch    the staff was friendly and the service excellent  they take pride in their craft and you can see why when you taste the food  if youre looking for a place to get some soulnourishing food with a soulful flare this is the place for you,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.9565}"
1,dr austin is an amazing physician  she is compassionate caring and thorough  she is the only physician in her office which means when she needs to provide more time to patients before you you will wait  but guess what one day that may be youyou may need that extra time  so i have never once been upset if my appointment wasnt started at the exact minute it was scheduled  she has been my primary doctor for over seven years and unless she retires she will be my primary physician for the foreseeable future  if your treatment requires more specialized treatment she knows who and where to send you  as a middle aged man i purposely chose dr austin because she is smart compassionate listens thorough and has never once said fully booked when ive asked to see her for any reason that day  if you are looking for a great doctor dr austin is it ,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.9715}"
-1,this might be a good way to kill time if youre near the airport the food really wasnt that great it tasted cheap and like it had been sitting there for a very long time i had the caldo  mares and it was lukewarm wayyy too salty and the shrimp were mushy it was pretty gross the carne asada tacos were mostly gristle and i couldnt really taste my enchilidas with the thick blanket of sour cream over them for  i couldve gotten much better mexican food somewhere else,"{'neg': 0.108, 'neu': 0.782, 'pos': 0.11, 'compound': -0.2162}"
1,for this pinche gringo this place rocks  its a very festive place to both shop and dine their food offerings through their cafe or whatever they call it is endless  its a great spot to grab a cheap lunch they are usually busy so allow yourself  minutes between ordering and actually eating  their agua frescos are delicious i recommend the melon its sweetened cantaloupe puree served on ice there are little melon chunkies small enough to slurp through a straw  of all the food ive had there it was good carnitas carne asada gorditas etc  so if you want to immerse yourself in good food and some lively people take a drive down to ranch market,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.976}"
-1,i have been going to this ranch market for at least eight years here is my review the foods are not the same as they used to be we bought some tortillas and they usually last about a week but they started growing mold about three days after never used to be this way  the service we had was terrible when we went for breakfast one morning the guy at the counter was not very professional and made this face when we asked for eggs it was like he only wanted us to buy something already made  when we used to go before they were always more than willing to cook us whatever we needed on my way back to my table an employee even walked right into me with no apology  it used to be so different here,"{'neg': 0.037, 'neu': 0.927, 'pos': 0.036, 'compound': -0.0186}"
-1,i have to agree with the other two star ratingthis place used to be top notchover the last  years they have gone way down in quality service and in how the food is presented i wonder if they are having trouble with thier managers hope that upper management will look into this i would like to come back and see an emprovement,"{'neg': 0.039, 'neu': 0.821, 'pos': 0.14, 'compound': 0.7184}"
-1,this company is horrible they dont know the meaning of customer service if you are unlucky enough to have them assigned to you from lowes or home depot request another service provider the scheduler julie is i must say the rudest customer service person i have had the displeasure of dealing with in a long time they came out and looked at my leaking washing machine and my dryer said nothing was wrong after they tech left i found a scratch on my washing machine glass top this company is full of crack pots who need a reality check nice job julie,"{'neg': 0.063, 'neu': 0.873, 'pos': 0.064, 'compound': -0.2134}"
1,this is our neighborhood spot for ceviche though if you want oysters go to the spot at mcdowell and th st no idea what the name is,"{'neg': 0.077, 'neu': 0.877, 'pos': 0.046, 'compound': -0.2263}"
